1	468	0.311682	0.319229	0.853945
2	467	0.312151	0.319699	0.85302
3	466	0.312612	0.320169	0.852466
4	364	0.450697	0.464974	0.782208
5	363	0.451624	0.465914	0.781253
6	362	0.452058	0.466385	0.780495
7	360	0.452954	0.467325	0.778806
8	358	0.453884	0.468265	0.776773
9	357	0.454811	0.469205	0.776006
10	356	0.457128	0.471556	0.775139
11	303	0.510826	0.526563	0.719038
12	302	0.511292	0.527033	0.717556
13	301	0.513617	0.529384	0.716874
14	300	0.514546	0.530324	0.715819
15	299	0.519164	0.535026	0.715104
16	298	0.52103	0.536906	0.714387
17	297	0.530932	0.54772	0.713165
18	293	0.536069	0.552891	0.706105
19	292	0.536536	0.553362	0.704476
20	265	0.563313	0.58063	0.660919
21	264	0.566055	0.583451	0.659961
22	263	0.569691	0.587212	0.658378
23	262	0.571549	0.589093	0.657513
24	261	0.572464	0.590033	0.656489
25	260	0.573325	0.590973	0.65497
26	258	0.574262	0.591913	0.651632
27	257	0.574671	0.592384	0.65012
28	256	0.576502	0.594264	0.649525
29	255	0.576953	0.594734	0.648283
30	254	0.578812	0.596615	0.64723
31	239	0.588444	0.606488	0.61905
32	238	0.589883	0.608369	0.617334
33	237	0.591741	0.610249	0.616332
34	236	0.592207	0.610719	0.614571
35	235	0.593139	0.61166	0.61329
36	233	0.595004	0.61354	0.609326
37	232	0.595935	0.61448	0.607365
38	231	0.599095	0.617772	0.606799
39	230	0.604939	0.624354	0.60713
40	229	0.605406	0.624824	0.605283
41	228	0.605872	0.625294	0.605306
42	227	0.606804	0.626234	0.603567
43	224	0.608639	0.628115	0.598855
44	223	0.614686	0.634697	0.596841
45	222	0.617723	0.637988	0.597805
46	221	0.620018	0.640339	0.5969
47	220	0.623155	0.64363	0.597385
48	219	0.628822	0.650212	0.597933
49	218	0.629758	0.651152	0.596688
50	216	0.632926	0.654443	0.595157
51	215	0.634285	0.655853	0.593059
52	214	0.63475	0.656323	0.590804
53	196	0.653706	0.675599	0.566687
54	195	0.65461	0.67654	0.564369
55	193	0.655536	0.67748	0.559689
56	192	0.656434	0.67842	0.558675
57	191	0.6569	0.67889	0.556185
58	189	0.661644	0.684062	0.557479
59	188	0.665536	0.688293	0.557849
60	187	0.666468	0.689234	0.554964
61	186	0.66786	0.690644	0.552847
62	183	0.67066	0.693465	0.547976
63	182	0.671576	0.694405	0.54722
64	181	0.674325	0.697226	0.545998
65	179	0.676183	0.699107	0.540383
66	178	0.677483	0.700517	0.540816
67	177	0.678402	0.701457	0.540395
68	169	0.684452	0.707569	0.523309
69	168	0.696124	0.720263	0.520206
70	167	0.698245	0.722614	0.518539
71	162	0.703384	0.727786	0.505312
72	161	0.704753	0.729196	0.505701
73	160	0.707434	0.732017	0.506254
74	158	0.708364	0.732957	0.499557
75	157	0.708829	0.733427	0.496158
76	156	0.710001	0.734838	0.495091
77	155	0.710929	0.735778	0.491651
78	154	0.713681	0.738599	0.489995
79	153	0.714586	0.739539	0.490303
80	149	0.716927	0.74189	0.476571
81	148	0.718772	0.743771	0.475849
82	147	0.719689	0.744711	0.474409
83	146	0.720153	0.745181	0.470566
84	145	0.721468	0.746591	0.47178
85	144	0.72366	0.748942	0.468112
86	143	0.725477	0.750823	0.46765
87	141	0.728493	0.754584	0.469086
88	139	0.732061	0.758345	0.467262
89	137	0.733427	0.759756	0.462737
90	136	0.733891	0.760226	0.458624
91	135	0.734327	0.760696	0.454586
92	134	0.73473	0.761166	0.450507
93	132	0.736967	0.763517	0.45042
94	131	0.737433	0.763987	0.449665
95	127	0.74024	0.766808	0.433575
96	126	0.741637	0.768218	0.43154
97	125	0.742568	0.769158	0.430154
98	124	0.744761	0.771509	0.426396
99	118	0.749395	0.776211	0.402158
100	117	0.752072	0.779031	0.402244
101	116	0.752997	0.779972	0.400826
102	114	0.753916	0.780912	0.39008
103	113	0.757886	0.785614	0.390746
104	111	0.758821	0.786554	0.377823
105	110	0.763877	0.792196	0.373199
106	109	0.764805	0.793136	0.37026
107	108	0.771203	0.800658	0.36588
108	107	0.772099	0.801598	0.365059
109	106	0.773814	0.803479	0.365584
110	105	0.78735	0.821815	0.361486
111	104	0.790184	0.828867	0.362684
112	103	0.791081	0.829807	0.361052
113	102	0.791541	0.830277	0.3595
114	101	0.792009	0.830748	0.352478
115	100	0.792473	0.831218	0.34579
116	97	0.795511	0.834979	0.339635
117	96	0.795951	0.835449	0.332711
118	93	0.798721	0.83874	0.328739
119	92	0.800064	0.84015	0.327979
120	91	0.80181	0.842031	0.32724
121	90	0.804435	0.844852	0.326051
122	89	0.804897	0.845322	0.325135
123	88	0.807669	0.850494	0.327008
124	87	0.809437	0.852374	0.326077
125	86	0.810768	0.853785	0.325134
126	85	0.811689	0.854725	0.322031
127	84	0.813414	0.858016	0.323685
128	83	0.815759	0.861777	0.323322
129	82	0.816219	0.862247	0.320055
130	81	0.816662	0.862717	0.311594
131	80	0.817828	0.864128	0.311036
132	79	0.819611	0.866008	0.308963
133	78	0.820924	0.867419	0.300386
134	76	0.821848	0.868359	0.281417
135	75	0.826141	0.873061	0.273685
136	74	0.827457	0.874471	0.270064
137	73	0.830135	0.877762	0.27045
138	72	0.830583	0.878232	0.270998
139	71	0.831751	0.879643	0.272039
140	70	0.833801	0.881993	0.269074
141	66	0.835719	0.884344	0.232195
142	63	0.837118	0.885755	0.193102
143	62	0.837585	0.886225	0.179329
144	61	0.838051	0.886695	0.165147
145	60	0.838446	0.887165	0.166104
146	59	0.840166	0.889046	0.162953
147	58	0.841423	0.890456	0.161356
148	57	0.84264	0.891866	0.159504
149	56	0.842975	0.892337	0.159688
150	55	0.845597	0.895628	0.159138
151	54	0.84848	0.914433	0.155884
152	53	0.848897	0.914904	0.152363
153	51	0.850261	0.916314	0.1431
154	50	0.851099	0.917254	0.140884
155	49	0.851537	0.917724	0.136633
156	48	0.852766	0.919135	0.135627
157	47	0.853376	0.920075	0.133957
158	46	0.854276	0.921016	0.127003
159	45	0.85179	0.926187	0.127118
160	44	0.852096	0.926657	0.127631
161	43	0.852896	0.928538	0.127672
162	42	0.854481	0.930418	0.123404
163	41	0.854902	0.930889	0.12367
164	40	0.855366	0.931829	0.122192
165	39	0.855746	0.932299	0.099651
166	38	0.855984	0.932769	0.0999807
167	37	0.857118	0.93418	0.0974547
168	36	0.857539	0.93465	0.090697
169	35	0.858142	0.93559	0.0897781
170	34	0.858515	0.93606	0.0878818
171	33	0.858886	0.93653	0.0856424
172	32	0.855035	0.939821	0.0850299
173	31	0.855284	0.940291	0.0839317
174	30	0.855629	0.941702	0.0836128
175	29	0.856028	0.942642	0.0826934
176	28	0.856115	0.943112	0.0832947
177	27	0.856313	0.943583	0.0739797
178	26	0.852816	0.951105	0.0704762
179	25	0.85312	0.952515	0.0704385
180	24	0.853027	0.955806	0.0688588
181	23	0.853454	0.956747	0.0659116
182	22	0.837842	0.961918	0.0629733
183	21	0.838244	0.962388	0.0577836
184	20	0.837241	0.963799	0.0482465
185	19	0.762005	0.972261	0.0478867
186	18	0.761841	0.973202	0.0466532
187	17	0.760742	0.974142	0.0467286
188	16	0.760898	0.974612	0.0354474
189	15	0.753876	0.976963	0.0341738
190	14	0.727139	0.984955	0.0285441
191	13	0.724906	0.985425	0.0279839
192	12	0.723406	0.985896	0.0210121
193	11	0.706823	0.989657	0.018521
194	10	0.681825	0.990597	0.0185467
195	9	0.678131	0.991067	0.0177145
196	8	0.673711	0.991537	0.0139113
197	7	0.664572	0.992478	0.0110911
198	6	0.605305	0.993418	0.0114136
199	5	0.600761	0.993888	0.00878138
200	4	0.540575	0.994828	0.00659197
201	3	0.226417	0.998119	0.00509311
202	2	0.0706186	0.99953	0.00330675
203	1	0	1	0
